"Source.ID","Source.description","Variable","Chemical","Units","Gender","Min.Age","Max.Age","Form","Mean","CV"
"AS ","FOOD; AS: ASPARAGUS ","detects ","101-21-3 ","[-] ","B ",0,99,"Point ",1,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","10265-92-6 ","[-] ","B ",0,99,"Point ",14,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","1031-07-8 ","[-] ","B ",0,99,"Point ",3,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","10453-86-8 ","[-] ","B ",0,99,"Point ",1,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","1113-02-6 ","[-] ","B ",0,99,"Point ",3,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","138261-41-5 ","[-] ","B ",0,99,"Point ",2,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","148-79-8 ","[-] ","B ",0,99,"Point ",3,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","1563-66-2 ","[-] ","B ",0,99,"Point ",5,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","16655-82-6 ","[-] ","B ",0,99,"Point ",2,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","16752-77-5 ","[-] ","B ",0,99,"Point ",69,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","1861-32-1 ","[-] ","B ",0,99,"Point ",3,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","21087-64-9 ","[-] ","B ",0,99,"Point ",24,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","2921-88-2 ","[-] ","B ",0,99,"Point ",77,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","330-54-1 ","[-] ","B ",0,99,"Point ",6,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","330-55-2 ","[-] ","B ",0,99,"Point ",24,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","33213-65-9 ","[-] ","B ",0,99,"Point ",1,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","35554-44-0 ","[-] ","B ",0,99,"Point ",1,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","36734-19-7 ","[-] ","B ",0,99,"Point ",1,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","51877-74-8 ","[-] ","B ",0,99,"Point ",1,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","52315-07-8 ","[-] ","B ",0,99,"Point ",5,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","54774-45-7 ","[-] ","B ",0,99,"Point ",1,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","57837-19-1 ","[-] ","B ",0,99,"Point ",1,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","60-51-5 ","[-] ","B ",0,99,"Point ",4,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","63-25-2 ","[-] ","B ",0,99,"Point ",19,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","68085-85-8 ","[-] ","B ",0,99,"Point ",11,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","7287-19-6 ","[-] ","B ",0,99,"Point ",1,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","74051-80-2 ","[-] ","B ",0,99,"Point ",2,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","82413-20-5 ","[-] ","B ",0,99,"Point ",1,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","85-40-5 ","[-] ","B ",0,99,"Point ",1,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","90-15-3 ","[-] ","B ",0,99,"Point ",1,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","90-43-7 ","[-] ","B ",0,99,"Point ",5,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","91465-08-6 ","[-] ","B ",0,99,"Point ",1,0
"AS ","FOOD; AS: ASPARAGUS ","detects ","959-98-8 ","[-] ","B ",0,99,"Point ",2,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","101-21-3 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","10265-92-6 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","1031-07-8 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","10453-86-8 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","1113-02-6 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","138261-41-5 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","148-79-8 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","1563-66-2 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","16655-82-6 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","16752-77-5 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","1861-32-1 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","21087-64-9 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","2921-88-2 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","330-54-1 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","330-55-2 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","33213-65-9 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","35554-44-0 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","36734-19-7 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","51877-74-8 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","52315-07-8 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","54774-45-7 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","57837-19-1 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","60-51-5 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","63-25-2 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","68085-85-8 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","7287-19-6 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","74051-80-2 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","82413-20-5 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","85-40-5 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","90-15-3 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","90-43-7 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","91465-08-6 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","nondetects ","959-98-8 ","[-] ","B ",0,99,"Point ",0,0
"AS ","FOOD; AS: ASPARAGUS ","residue ","101-21-3 ","ug/g ","B ",0,99,"Point ",0.049,0
"AS ","FOOD; AS: ASPARAGUS ","residue ","10265-92-6 ","ug/g ","B ",0,99,"Lognormal ",0.103221429,1.360553975
"AS ","FOOD; AS: ASPARAGUS ","residue ","1031-07-8 ","ug/g ","B ",0,99,"Lognormal ",0.031766667,0.58423362
"AS ","FOOD; AS: ASPARAGUS ","residue ","10453-86-8 ","ug/g ","B ",0,99,"Point ",0.017,0
"AS ","FOOD; AS: ASPARAGUS ","residue ","1113-02-6 ","ug/g ","B ",0,99,"Lognormal ",0.016666667,0.820243866
"AS ","FOOD; AS: ASPARAGUS ","residue ","138261-41-5 ","ug/g ","B ",0,99,"Lognormal ",0.0125,0.2
"AS ","FOOD; AS: ASPARAGUS ","residue ","148-79-8 ","ug/g ","B ",0,99,"Lognormal ",0.037666667,0.619342591
"AS ","FOOD; AS: ASPARAGUS ","residue ","1563-66-2 ","ug/g ","B ",0,99,"Lognormal ",0.0598,0.847507741
"AS ","FOOD; AS: ASPARAGUS ","residue ","16655-82-6 ","ug/g ","B ",0,99,"Lognormal ",0.0235,0.531914894
"AS ","FOOD; AS: ASPARAGUS ","residue ","16752-77-5 ","ug/g ","B ",0,99,"Lognormal ",0.139304348,2.108729322
"AS ","FOOD; AS: ASPARAGUS ","residue ","1861-32-1 ","ug/g ","B ",0,99,"Lognormal ",0.005933333,0.484841551
"AS ","FOOD; AS: ASPARAGUS ","residue ","21087-64-9 ","ug/g ","B ",0,99,"Lognormal ",0.129958333,2.582110249
"AS ","FOOD; AS: ASPARAGUS ","residue ","2921-88-2 ","ug/g ","B ",0,99,"Lognormal ",0.065541558,1.897499806
"AS ","FOOD; AS: ASPARAGUS ","residue ","330-54-1 ","ug/g ","B ",0,99,"Lognormal ",0.2365,1.130933319
"AS ","FOOD; AS: ASPARAGUS ","residue ","330-55-2 ","ug/g ","B ",0,99,"Lognormal ",0.101229167,1.110342311
"AS ","FOOD; AS: ASPARAGUS ","residue ","33213-65-9 ","ug/g ","B ",0,99,"Point ",0.01,0
"AS ","FOOD; AS: ASPARAGUS ","residue ","35554-44-0 ","ug/g ","B ",0,99,"Point ",0.005,0
"AS ","FOOD; AS: ASPARAGUS ","residue ","36734-19-7 ","ug/g ","B ",0,99,"Point ",0.038,0
"AS ","FOOD; AS: ASPARAGUS ","residue ","51877-74-8 ","ug/g ","B ",0,99,"Point ",0.02,0
"AS ","FOOD; AS: ASPARAGUS ","residue ","52315-07-8 ","ug/g ","B ",0,99,"Lognormal ",0.298,1.354813981
"AS ","FOOD; AS: ASPARAGUS ","residue ","54774-45-7 ","ug/g ","B ",0,99,"Point ",0.02,0
"AS ","FOOD; AS: ASPARAGUS ","residue ","57837-19-1 ","ug/g ","B ",0,99,"Point ",0.025,0
"AS ","FOOD; AS: ASPARAGUS ","residue ","60-51-5 ","ug/g ","B ",0,99,"Lognormal ",0.009,0.707106781
"AS ","FOOD; AS: ASPARAGUS ","residue ","63-25-2 ","ug/g ","B ",0,99,"Lognormal ",1.146684211,2.91428771
"AS ","FOOD; AS: ASPARAGUS ","residue ","68085-85-8 ","ug/g ","B ",0,99,"Lognormal ",0.107818182,1.096411299
"AS ","FOOD; AS: ASPARAGUS ","residue ","7287-19-6 ","ug/g ","B ",0,99,"Point ",0.017,0
"AS ","FOOD; AS: ASPARAGUS ","residue ","74051-80-2 ","ug/g ","B ",0,99,"Point ",0.002,0
"AS ","FOOD; AS: ASPARAGUS ","residue ","82413-20-5 ","ug/g ","B ",0,99,"Point ",0.007,0
"AS ","FOOD; AS: ASPARAGUS ","residue ","85-40-5 ","ug/g ","B ",0,99,"Point ",0.57,0
"AS ","FOOD; AS: ASPARAGUS ","residue ","90-15-3 ","ug/g ","B ",0,99,"Point ",1,0
"AS ","FOOD; AS: ASPARAGUS ","residue ","90-43-7 ","ug/g ","B ",0,99,"Lognormal ",0.0214,0.291971951
"AS ","FOOD; AS: ASPARAGUS ","residue ","91465-08-6 ","ug/g ","B ",0,99,"Point ",0.052,0
"AS ","FOOD; AS: ASPARAGUS ","residue ","959-98-8 ","ug/g ","B ",0,99,"Lognormal ",0.0144,0.736111111
"BA ","FOOD; BA: BANANA ","detects ","10265-92-6 ","[-] ","B ",0,99,"Point ",1,0
"BA ","FOOD; BA: BANANA ","detects ","10605-21-7 ","[-] ","B ",0,99,"Point ",3,0
"BA ","FOOD; BA: BANANA ","detects ","122-39-4 ","[-] ","B ",0,99,"Point ",1,0
"BA ","FOOD; BA: BANANA ","detects ","131860-33-8 ","[-] ","B ",0,99,"Point ",50,0
"BA ","FOOD; BA: BANANA ","detects ","13194-48-4 ","[-] ","B ",0,99,"Point ",6,0
"BA ","FOOD; BA: BANANA ","detects ","148-79-8 ","[-] ","B ",0,99,"Point ",1462,0
"BA ","FOOD; BA: BANANA ","detects ","1897-45-6 ","[-] ","B ",0,99,"Point ",1,0
"BA ","FOOD; BA: BANANA ","detects ","2312-35-8 ","[-] ","B ",0,99,"Point ",2,0
"BA ","FOOD; BA: BANANA ","detects ","2921-88-2 ","[-] ","B ",0,99,"Point ",4,0
"BA ","FOOD; BA: BANANA ","detects ","298-00-0 ","[-] ","B ",0,99,"Point ",1,0
"BA ","FOOD; BA: BANANA ","detects ","30558-43-1 ","[-] ","B ",0,99,"Point ",17,0
"BA ","FOOD; BA: BANANA ","detects ","35554-44-0 ","[-] ","B ",0,99,"Point ",526,0
"BA ","FOOD; BA: BANANA ","detects ","53112-28-0 ","[-] ","B ",0,99,"Point ",41,0
"BA ","FOOD; BA: BANANA ","detects ","55-38-9 ","[-] ","B ",0,99,"Point ",1,0
"BA ","FOOD; BA: BANANA ","detects ","55179-31-2 ","[-] ","B ",0,99,"Point ",1,0
"BA ","FOOD; BA: BANANA ","detects ","63-25-2 ","[-] ","B ",0,99,"Point ",2,0
"BA ","FOOD; BA: BANANA ","detects ","79983-71-4 ","[-] ","B ",0,99,"Point ",1,0
"BA ","FOOD; BA: BANANA ","detects ","88671-89-0 ","[-] ","B ",0,99,"Point ",4,0
"BA ","FOOD; BA: BANANA ","detects ","90-43-7 ","[-] ","B ",0,99,"Point ",53,0
"BA ","FOOD; BA: BANANA ","detects ","944-22-9 ","[-] ","B ",0,99,"Point ",1,0
"BA ","FOOD; BA: BANANA ","detects ","96489-71-3 ","[-] ","B ",0,99,"Point ",1,0
"BA ","FOOD; BA: BANANA ","nondetects ","10265-92-6 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","10605-21-7 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","122-39-4 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","131860-33-8 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","13194-48-4 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","148-79-8 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","1897-45-6 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","2312-35-8 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","2921-88-2 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","298-00-0 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","30558-43-1 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","35554-44-0 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","53112-28-0 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","55-38-9 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","55179-31-2 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","63-25-2 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","79983-71-4 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","88671-89-0 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","90-43-7 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","944-22-9 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","nondetects ","96489-71-3 ","[-] ","B ",0,99,"Point ",0,0
"BA ","FOOD; BA: BANANA ","residue ","10265-92-6 ","ug/g ","B ",0,99,"Point ",0.003,0
"BA ","FOOD; BA: BANANA ","residue ","10605-21-7 ","ug/g ","B ",0,99,"Lognormal ",0.029,0.359459673
"BA ","FOOD; BA: BANANA ","residue ","122-39-4 ","ug/g ","B ",0,99,"Point ",0.1,0
"BA ","FOOD; BA: BANANA ","residue ","131860-33-8 ","ug/g ","B ",0,99,"Lognormal ",0.005068,1.030297789
"BA ","FOOD; BA: BANANA ","residue ","13194-48-4 ","ug/g ","B ",0,99,"Lognormal ",0.0105,0.72060695
"BA ","FOOD; BA: BANANA ","residue ","148-79-8 ","ug/g ","B ",0,99,"Lognormal ",0.046635568,0.916748057
"BA ","FOOD; BA: BANANA ","residue ","1897-45-6 ","ug/g ","B ",0,99,"Point ",0.022,0
"BA ","FOOD; BA: BANANA ","residue ","2312-35-8 ","ug/g ","B ",0,99,"Point ",0.033,0
"BA ","FOOD; BA: BANANA ","residue ","2921-88-2 ","ug/g ","B ",0,99,"Lognormal ",0.006475,0.046812184
"BA ","FOOD; BA: BANANA ","residue ","298-00-0 ","ug/g ","B ",0,99,"Point ",0.0065,0
"BA ","FOOD; BA: BANANA ","residue ","30558-43-1 ","ug/g ","B ",0,99,"Lognormal ",0.018411765,0.326441911
"BA ","FOOD; BA: BANANA ","residue ","35554-44-0 ","ug/g ","B ",0,99,"Lognormal ",0.028430038,0.979802799
"BA ","FOOD; BA: BANANA ","residue ","53112-28-0 ","ug/g ","B ",0,99,"Lognormal ",0.003939024,0.359108572
"BA ","FOOD; BA: BANANA ","residue ","55-38-9 ","ug/g ","B ",0,99,"Point ",0.0125,0
"BA ","FOOD; BA: BANANA ","residue ","55179-31-2 ","ug/g ","B ",0,99,"Point ",0.011,0
"BA ","FOOD; BA: BANANA ","residue ","63-25-2 ","ug/g ","B ",0,99,"Point ",0.003,0
"BA ","FOOD; BA: BANANA ","residue ","79983-71-4 ","ug/g ","B ",0,99,"Point ",0.11,0
"BA ","FOOD; BA: BANANA ","residue ","88671-89-0 ","ug/g ","B ",0,99,"Point ",0.038,0
"BA ","FOOD; BA: BANANA ","residue ","90-43-7 ","ug/g ","B ",0,99,"Lognormal ",0.032150943,0.441787998
"BA ","FOOD; BA: BANANA ","residue ","944-22-9 ","ug/g ","B ",0,99,"Point ",0.0075,0
"BA ","FOOD; BA: BANANA ","residue ","96489-71-3 ","ug/g ","B ",0,99,"Point ",0.025,0
"BF ","FOOD; BF: BEEF ","detects ","1024-57-3 ","[-] ","B ",0,99,"Point ",18,0
"BF ","FOOD; BF: BEEF ","detects ","1031-07-8 ","[-] ","B ",0,99,"Point ",21,0
"BF ","FOOD; BF: BEEF ","detects ","118-74-1 ","[-] ","B ",0,99,"Point ",6,0
"BF ","FOOD; BF: BEEF ","detects ","122-39-4 ","[-] ","B ",0,99,"Point ",7,0
"BF ","FOOD; BF: BEEF ","detects ","133-06-2 ","[-] ","B ",0,99,"Point ",3,0
"BF ","FOOD; BF: BEEF ","detects ","27304-13-8 ","[-] ","B ",0,99,"Point ",3,0
"BF ","FOOD; BF: BEEF ","detects ","33213-65-9 ","[-] ","B ",0,99,"Point ",2,0
"BF ","FOOD; BF: BEEF ","detects ","40596-69-8 ","[-] ","B ",0,99,"Point ",1,0
"BF ","FOOD; BF: BEEF ","detects ","50-29-3 ","[-] ","B ",0,99,"Point ",6,0
"BF ","FOOD; BF: BEEF ","detects ","5103-71-9 ","[-] ","B ",0,99,"Point ",1,0
"BF ","FOOD; BF: BEEF ","detects ","5103-74-2 ","[-] ","B ",0,99,"Point ",1,0
"BF ","FOOD; BF: BEEF ","detects ","52645-53-1 ","[-] ","B ",0,99,"Point ",5,0
"BF ","FOOD; BF: BEEF ","detects ","58-89-9 ","[-] ","B ",0,99,"Point ",3,0
"BF ","FOOD; BF: BEEF ","detects ","60-57-1 ","[-] ","B ",0,99,"Point ",95,0
"BF ","FOOD; BF: BEEF ","detects ","68085-85-8 ","[-] ","B ",0,99,"Point ",41,0
"BF ","FOOD; BF: BEEF ","detects ","68359-37-5 ","[-] ","B ",0,99,"Point ",3,0
"BF ","FOOD; BF: BEEF ","detects ","72-56-0 ","[-] ","B ",0,99,"Point ",1,0
"BF ","FOOD; BF: BEEF ","detects ","82413-20-5 ","[-] ","B ",0,99,"Point ",348,0
"BF ","FOOD; BF: BEEF ","detects ","82657-04-3 ","[-] ","B ",0,99,"Point ",16,0
"BF ","FOOD; BF: BEEF ","detects ","959-98-8 ","[-] ","B ",0,99,"Point ",1,0
"BF ","FOOD; BF: BEEF ","nondetects ","1024-57-3 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","1031-07-8 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","118-74-1 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","122-39-4 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","133-06-2 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","27304-13-8 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","33213-65-9 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","40596-69-8 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","50-29-3 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","5103-71-9 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","5103-74-2 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","52645-53-1 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","58-89-9 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","60-57-1 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","68085-85-8 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","68359-37-5 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","72-56-0 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","82413-20-5 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","82657-04-3 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","nondetects ","959-98-8 ","[-] ","B ",0,99,"Point ",0,0
"BF ","FOOD; BF: BEEF ","residue ","1024-57-3 ","ug/g ","B ",0,99,"Lognormal ",0.002499111,0.82809298
"BF ","FOOD; BF: BEEF ","residue ","1031-07-8 ","ug/g ","B ",0,99,"Lognormal ",0.014761905,1.764693333
"BF ","FOOD; BF: BEEF ","residue ","118-74-1 ","ug/g ","B ",0,99,"Lognormal ",0.002433333,0.917910442
"BF ","FOOD; BF: BEEF ","residue ","122-39-4 ","ug/g ","B ",0,99,"Lognormal ",0.003085714,0.156314287
"BF ","FOOD; BF: BEEF ","residue ","133-06-2 ","ug/g ","B ",0,99,"Lognormal ",0.005764667,0.678976247
"BF ","FOOD; BF: BEEF ","residue ","27304-13-8 ","ug/g ","B ",0,99,"Lognormal ",0.0029,0.223473817
"BF ","FOOD; BF: BEEF ","residue ","33213-65-9 ","ug/g ","B ",0,99,"Lognormal ",0.00295,0.050847458
"BF ","FOOD; BF: BEEF ","residue ","40596-69-8 ","ug/g ","B ",0,99,"Point ",0.0107,0
"BF ","FOOD; BF: BEEF ","residue ","50-29-3 ","ug/g ","B ",0,99,"Lognormal ",0.0091,0.44229916
"BF ","FOOD; BF: BEEF ","residue ","5103-71-9 ","ug/g ","B ",0,99,"Point ",0.000666,0
"BF ","FOOD; BF: BEEF ","residue ","5103-74-2 ","ug/g ","B ",0,99,"Point ",0.002498,0
"BF ","FOOD; BF: BEEF ","residue ","52645-53-1 ","ug/g ","B ",0,99,"Lognormal ",0.01646,0.392329255
"BF ","FOOD; BF: BEEF ","residue ","58-89-9 ","ug/g ","B ",0,99,"Point ",0.00333,0
"BF ","FOOD; BF: BEEF ","residue ","60-57-1 ","ug/g ","B ",0,99,"Lognormal ",0.003655632,0.816727965
"BF ","FOOD; BF: BEEF ","residue ","68085-85-8 ","ug/g ","B ",0,99,"Lognormal ",0.004014634,1.58331437
"BF ","FOOD; BF: BEEF ","residue ","68359-37-5 ","ug/g ","B ",0,99,"Lognormal ",0.051466667,1.056701105
"BF ","FOOD; BF: BEEF ","residue ","72-56-0 ","ug/g ","B ",0,99,"Point ",0.0046,0
"BF ","FOOD; BF: BEEF ","residue ","82413-20-5 ","ug/g ","B ",0,99,"Lognormal ",0.01612073,5.312532056
"BF ","FOOD; BF: BEEF ","residue ","82657-04-3 ","ug/g ","B ",0,99,"Lognormal ",0.00194375,0.340760169
"BF ","FOOD; BF: BEEF ","residue ","959-98-8 ","ug/g ","B ",0,99,"Point ",0.0021,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","101-21-3 ","[-] ","B ",0,99,"Point ",9,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","10265-92-6 ","[-] ","B ",0,99,"Point ",13,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","1031-07-8 ","[-] ","B ",0,99,"Point ",132,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","10605-21-7 ","[-] ","B ",0,99,"Point ",25,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","110488-70-5 ","[-] ","B ",0,99,"Point ",33,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","1113-02-6 ","[-] ","B ",0,99,"Point ",66,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","112410-23-8 ","[-] ","B ",0,99,"Point ",12,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","114369-43-6 ","[-] ","B ",0,99,"Point ",4,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","115-32-2 ","[-] ","B ",0,99,"Point ",1,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","119446-68-3 ","[-] ","B ",0,99,"Point ",1,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","121-75-5 ","[-] ","B ",0,99,"Point ",45,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","122-34-9 ","[-] ","B ",0,99,"Point ",2,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","124495-18-7 ","[-] ","B ",0,99,"Point ",1,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","131341-86-1 ","[-] ","B ",0,99,"Point ",2,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","131807-57-3 ","[-] ","B ",0,99,"Point ",3,0
"BR ","FOOD; BR: BRASSICA LEAFY VEGETABLES ","detects ","131860-33-8 ","[-] ","B ",0,99,"Point ",472,0
